params,losses,mean_loss
"{'batch_size': 12800, 'dropout1': 0.49, 'dropout2': 0.362, 'dropout3': 0.349, 'dropout4': 0.02, 'dropout5': 0.463, 'dropout6': 0.157, 'dropout7': 0.008, 'dropout8': 0.031, 'hidden_size1': 32, 'hidden_size2': 64, 'hidden_size3': 1024, 'hidden_size4': 128, 'hidden_size5': 512, 'hidden_size6': 32, 'hidden_size7': 448, 'hidden_size8': 512, 'learning_rate': 0.0007000000000000001, 'n_layers': 5, 'num_epochs': 25}","[0.7785384417997396, 0.7751338208453089, 0.7820614298600084]",0.7785778975016857
"{'batch_size': 2560, 'dropout1': 0.425, 'dropout2': 0.123, 'dropout3': 0.033, 'dropout4': 0.112, 'dropout5': 0.269, 'dropout6': 0.341, 'dropout7': 0.294, 'dropout8': 0.364, 'hidden_size1': 1024, 'hidden_size2': 32, 'hidden_size3': 48, 'hidden_size4': 448, 'hidden_size5': 32, 'hidden_size6': 48, 'hidden_size7': 128, 'hidden_size8': 256, 'learning_rate': 8e-05, 'n_layers': 6, 'num_epochs': 20}","[0.7835914118430836, 0.780751310499256, 0.7883894147453032]",0.784244045695881
"{'batch_size': 10240, 'dropout1': 0.125, 'dropout2': 0.116, 'dropout3': 0.369, 'dropout4': 0.201, 'dropout5': 0.107, 'dropout6': 0.459, 'dropout7': 0.487, 'dropout8': 0.385, 'hidden_size1': 512, 'hidden_size2': 448, 'hidden_size3': 896, 'hidden_size4': 512, 'hidden_size5': 896, 'hidden_size6': 1024, 'hidden_size7': 32, 'hidden_size8': 32, 'learning_rate': 0.008, 'n_layers': 4, 'num_epochs': 35}","[0.7710813087697839, 0.7740126432319401, 0.7744151283336709]",0.7731696934451316
"{'batch_size': 4096, 'dropout1': 0.109, 'dropout2': 0.396, 'dropout3': 0.056, 'dropout4': 0.028, 'dropout5': 0.341, 'dropout6': 0.372, 'dropout7': 0.473, 'dropout8': 0.427, 'hidden_size1': 96, 'hidden_size2': 896, 'hidden_size3': 64, 'hidden_size4': 128, 'hidden_size5': 256, 'hidden_size6': 96, 'hidden_size7': 96, 'hidden_size8': 48, 'learning_rate': 0.0008, 'n_layers': 2, 'num_epochs': 30}","[0.7832441708479543, 0.779300112563041, 0.7840432998596185]",0.7821958610902046
"{'batch_size': 2048, 'dropout1': 0.146, 'dropout2': 0.393, 'dropout3': 0.296, 'dropout4': 0.275, 'dropout5': 0.323, 'dropout6': 0.358, 'dropout7': 0.082, 'dropout8': 0.41, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 48, 'hidden_size5': 48, 'hidden_size6': 896, 'hidden_size7': 64, 'hidden_size8': 96, 'learning_rate': 5e-05, 'n_layers': 7, 'num_epochs': 20}","[0.7824285190640146, 0.7813231710511985, 0.786137249228243]",0.7832963131144854
"{'batch_size': 5120, 'dropout1': 0.042, 'dropout2': 0.475, 'dropout3': 0.116, 'dropout4': 0.136, 'dropout5': 0.077, 'dropout6': 0.289, 'dropout7': 0.158, 'dropout8': 0.149, 'hidden_size1': 896, 'hidden_size2': 1024, 'hidden_size3': 128, 'hidden_size4': 32, 'hidden_size5': 1024, 'hidden_size6': 512, 'hidden_size7': 512, 'hidden_size8': 64, 'learning_rate': 0.0002, 'n_layers': 3, 'num_epochs': 5}","[0.7862706409586513, 0.7831278014037077, 0.7892714232572211]",0.7862232885398601
"{'batch_size': 512, 'dropout1': 0.025, 'dropout2': 0.24, 'dropout3': 0.211, 'dropout4': 0.422, 'dropout5': 0.071, 'dropout6': 0.197, 'dropout7': 0.074, 'dropout8': 0.248, 'hidden_size1': 128, 'hidden_size2': 256, 'hidden_size3': 96, 'hidden_size4': 96, 'hidden_size5': 64, 'hidden_size6': 128, 'hidden_size7': 1024, 'hidden_size8': 128, 'learning_rate': 0.004, 'n_layers': 8, 'num_epochs': 40}","[0.7350900842124258, 0.7320932409632228, 0.735135549859461]",0.7341062916783697
"{'batch_size': 2560, 'dropout1': 0.253, 'dropout2': 0.011, 'dropout3': 0.3, 'dropout4': 0.451, 'dropout5': 0.283, 'dropout6': 0.311, 'dropout7': 0.206, 'dropout8': 0.473, 'hidden_size1': 256, 'hidden_size2': 512, 'hidden_size3': 448, 'hidden_size4': 896, 'hidden_size5': 96, 'hidden_size6': 1024, 'hidden_size7': 48, 'hidden_size8': 896, 'learning_rate': 0.007, 'n_layers': 5, 'num_epochs': 45}","[0.7809534586233856, 0.77560270624081, 0.7818640939550583]",0.779473419606418
"{'batch_size': 4096, 'dropout1': 0.314, 'dropout2': 0.391, 'dropout3': 0.02, 'dropout4': 0.138, 'dropout5': 0.218, 'dropout6': 0.429, 'dropout7': 0.097, 'dropout8': 0.08, 'hidden_size1': 48, 'hidden_size2': 448, 'hidden_size3': 1024, 'hidden_size4': 256, 'hidden_size5': 48, 'hidden_size6': 256, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 9e-05, 'n_layers': 4, 'num_epochs': 50}","[0.7838788108858237, 0.7802576108322647, 0.7862403580514898]",0.7834589265898595
"{'batch_size': 128, 'dropout1': 0.075, 'dropout2': 0.484, 'dropout3': 0.288, 'dropout4': 0.047, 'dropout5': 0.027, 'dropout6': 0.164, 'dropout7': 0.307, 'dropout8': 0.293, 'hidden_size1': 448, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 256, 'hidden_size6': 448, 'hidden_size7': 256, 'hidden_size8': 448, 'learning_rate': 0.0005, 'n_layers': 8, 'num_epochs': 20}","[0.7685015465777802, 0.7599228057878581, 0.7682702150649442]",0.7655648558101942
"{'batch_size': 1024, 'dropout1': 0.015, 'dropout2': 0.415, 'dropout3': 0.028, 'dropout4': 0.368, 'dropout5': 0.449, 'dropout6': 0.285, 'dropout7': 0.249, 'dropout8': 0.012, 'hidden_size1': 96, 'hidden_size2': 128, 'hidden_size3': 32, 'hidden_size4': 48, 'hidden_size5': 128, 'hidden_size6': 64, 'hidden_size7': 96, 'hidden_size8': 1024, 'learning_rate': 0.0006000000000000001, 'n_layers': 5, 'num_epochs': 15}","[0.7798897501001099, 0.7796646296730374, 0.7795087144939368]",0.779687698089028
"{'batch_size': 4096, 'dropout1': 0.106, 'dropout2': 0.172, 'dropout3': 0.191, 'dropout4': 0.379, 'dropout5': 0.172, 'dropout6': 0.169, 'dropout7': 0.064, 'dropout8': 0.113, 'hidden_size1': 64, 'hidden_size2': 48, 'hidden_size3': 256, 'hidden_size4': 1024, 'hidden_size5': 48, 'hidden_size6': 96, 'hidden_size7': 896, 'hidden_size8': 48, 'learning_rate': 7.000000000000001e-05, 'n_layers': 6, 'num_epochs': 30}","[0.7849553106609819, 0.782729547521682, 0.7888824812658115]",0.7855224464828252
"{'batch_size': 256, 'dropout1': 0.305, 'dropout2': 0.227, 'dropout3': 0.459, 'dropout4': 0.015, 'dropout5': 0.308, 'dropout6': 0.205, 'dropout7': 0.153, 'dropout8': 0.222, 'hidden_size1': 96, 'hidden_size2': 96, 'hidden_size3': 512, 'hidden_size4': 64, 'hidden_size5': 448, 'hidden_size6': 1024, 'hidden_size7': 128, 'hidden_size8': 128, 'learning_rate': 0.002, 'n_layers': 4, 'num_epochs': 20}","[0.7866121510901478, 0.7834540739109485, 0.7905260383749111]",0.7868640877920025
"{'batch_size': 2560, 'dropout1': 0.481, 'dropout2': 0.003, 'dropout3': 0.235, 'dropout4': 0.447, 'dropout5': 0.035, 'dropout6': 0.41, 'dropout7': 0.236, 'dropout8': 0.381, 'hidden_size1': 32, 'hidden_size2': 32, 'hidden_size3': 1024, 'hidden_size4': 128, 'hidden_size5': 512, 'hidden_size6': 32, 'hidden_size7': 64, 'hidden_size8': 256, 'learning_rate': 0.0001, 'n_layers': 7, 'num_epochs': 25}","[0.777469393008766, 0.7742611668934379, 0.7805638044252184]",0.7774314547758076
"{'batch_size': 12800, 'dropout1': 0.194, 'dropout2': 0.373, 'dropout3': 0.339, 'dropout4': 0.264, 'dropout5': 0.208, 'dropout6': 0.419, 'dropout7': 0.103, 'dropout8': 0.009, 'hidden_size1': 96, 'hidden_size2': 64, 'hidden_size3': 896, 'hidden_size4': 448, 'hidden_size5': 32, 'hidden_size6': 1024, 'hidden_size7': 448, 'hidden_size8': 512, 'learning_rate': 0.009000000000000001, 'n_layers': 2, 'num_epochs': 35}","[0.7862439235430205, 0.7860030666835774, 0.7895747254867695]",0.7872739052377892
"{'batch_size': 4096, 'dropout1': 0.435, 'dropout2': 0.162, 'dropout3': 0.306, 'dropout4': 0.23, 'dropout5': 0.438, 'dropout6': 0.291, 'dropout7': 0.115, 'dropout8': 0.235, 'hidden_size1': 1024, 'hidden_size2': 448, 'hidden_size3': 512, 'hidden_size4': 512, 'hidden_size5': 256, 'hidden_size6': 48, 'hidden_size7': 64, 'hidden_size8': 32, 'learning_rate': 0.003, 'n_layers': 8, 'num_epochs': 10}","[0.7851629766682964, 0.7824210077028283, 0.7882825616846867]",0.7852888486852704
"{'batch_size': 2048, 'dropout1': 0.285, 'dropout2': 0.039, 'dropout3': 0.28, 'dropout4': 0.461, 'dropout5': 0.227, 'dropout6': 0.35, 'dropout7': 0.383, 'dropout8': 0.292, 'hidden_size1': 512, 'hidden_size2': 896, 'hidden_size3': 48, 'hidden_size4': 128, 'hidden_size5': 896, 'hidden_size6': 96, 'hidden_size7': 96, 'hidden_size8': 48, 'learning_rate': 0.04, 'n_layers': 3, 'num_epochs': 30}","[0.7819203557914929, 0.7806335887071716, 0.7831336946835536]",0.781895879727406
"{'batch_size': 10240, 'dropout1': 0.453, 'dropout2': 0.493, 'dropout3': 0.284, 'dropout4': 0.38, 'dropout5': 0.031, 'dropout6': 0.044, 'dropout7': 0.013, 'dropout8': 0.029, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 64, 'hidden_size4': 48, 'hidden_size5': 48, 'hidden_size6': 896, 'hidden_size7': 32, 'hidden_size8': 64, 'learning_rate': 0.001, 'n_layers': 5, 'num_epochs': 20}","[0.7827179737849497, 0.7796889329236392, 0.7862441972302183]",0.7828837013129357
"{'batch_size': 512, 'dropout1': 0.185, 'dropout2': 0.458, 'dropout3': 0.462, 'dropout4': 0.345, 'dropout5': 0.032, 'dropout6': 0.43, 'dropout7': 0.5, 'dropout8': 0.499, 'hidden_size1': 896, 'hidden_size2': 1024, 'hidden_size3': 128, 'hidden_size4': 96, 'hidden_size5': 1024, 'hidden_size6': 128, 'hidden_size7': 1024, 'hidden_size8': 96, 'learning_rate': 2e-05, 'n_layers': 4, 'num_epochs': 40}","[0.7869266294962736, 0.7840600508798165, 0.7899540029403331]",0.786980227772141
"{'batch_size': 5120, 'dropout1': 0.177, 'dropout2': 0.43, 'dropout3': 0.119, 'dropout4': 0.325, 'dropout5': 0.467, 'dropout6': 0.361, 'dropout7': 0.002, 'dropout8': 0.468, 'hidden_size1': 128, 'hidden_size2': 256, 'hidden_size3': 1024, 'hidden_size4': 896, 'hidden_size5': 48, 'hidden_size6': 512, 'hidden_size7': 512, 'hidden_size8': 128, 'learning_rate': 0.0007000000000000001, 'n_layers': 8, 'num_epochs': 45}","[0.7815921326361442, 0.7811006457293078, 0.7829561801562781]",0.78188298617391
"{'batch_size': 2560, 'dropout1': 0.166, 'dropout2': 0.107, 'dropout3': 0.166, 'dropout4': 0.043, 'dropout5': 0.423, 'dropout6': 0.313, 'dropout7': 0.248, 'dropout8': 0.437, 'hidden_size1': 96, 'hidden_size2': 448, 'hidden_size3': 512, 'hidden_size4': 32, 'hidden_size5': 96, 'hidden_size6': 1024, 'hidden_size7': 64, 'hidden_size8': 896, 'learning_rate': 0.0004, 'n_layers': 5, 'num_epochs': 5}","[0.7851371940890487, 0.7820435036688778, 0.7886466382165984]",0.7852757786581751
"{'batch_size': 4096, 'dropout1': 0.442, 'dropout2': 0.001, 'dropout3': 0.092, 'dropout4': 0.433, 'dropout5': 0.144, 'dropout6': 0.275, 'dropout7': 0.381, 'dropout8': 0.001, 'hidden_size1': 256, 'hidden_size2': 32, 'hidden_size3': 448, 'hidden_size4': 128, 'hidden_size5': 64, 'hidden_size6': 448, 'hidden_size7': 48, 'hidden_size8': 48, 'learning_rate': 0.0009000000000000001, 'n_layers': 6, 'num_epochs': 20}","[0.7854330216895249, 0.7827031030201032, 0.7898649299083951]",0.7860003515393409
"{'batch_size': 128, 'dropout1': 0.416, 'dropout2': 0.199, 'dropout3': 0.329, 'dropout4': 0.298, 'dropout5': 0.13, 'dropout6': 0.406, 'dropout7': 0.469, 'dropout8': 0.428, 'hidden_size1': 48, 'hidden_size2': 512, 'hidden_size3': 96, 'hidden_size4': 256, 'hidden_size5': 256, 'hidden_size6': 256, 'hidden_size7': 896, 'hidden_size8': 448, 'learning_rate': 0.0001, 'n_layers': 4, 'num_epochs': 50}","[0.7746532498384162, 0.772881841203344, 0.7764093759754173]",0.7746481556723924
"{'batch_size': 1024, 'dropout1': 0.021, 'dropout2': 0.204, 'dropout3': 0.097, 'dropout4': 0.411, 'dropout5': 0.332, 'dropout6': 0.116, 'dropout7': 0.429, 'dropout8': 0.176, 'hidden_size1': 448, 'hidden_size2': 48, 'hidden_size3': 256, 'hidden_size4': 1024, 'hidden_size5': 48, 'hidden_size6': 96, 'hidden_size7': 256, 'hidden_size8': 48, 'learning_rate': 0.005, 'n_layers': 7, 'num_epochs': 15}","[0.7582645748424052, 0.7528675517704422, 0.751965689014114]",0.7543659385423204
"{'batch_size': 4096, 'dropout1': 0.103, 'dropout2': 0.445, 'dropout3': 0.359, 'dropout4': 0.488, 'dropout5': 0.34, 'dropout6': 0.144, 'dropout7': 0.053, 'dropout8': 0.25, 'hidden_size1': 96, 'hidden_size2': 128, 'hidden_size3': 512, 'hidden_size4': 48, 'hidden_size5': 128, 'hidden_size6': 1024, 'hidden_size7': 96, 'hidden_size8': 1024, 'learning_rate': 0.00030000000000000003, 'n_layers': 2, 'num_epochs': 30}","[0.7852267619526421, 0.785639754095171, 0.7875226927714245]",0.7861297362730791
"{'batch_size': 2560, 'dropout1': 0.102, 'dropout2': 0.186, 'dropout3': 0.227, 'dropout4': 0.323, 'dropout5': 0.458, 'dropout6': 0.232, 'dropout7': 0.028, 'dropout8': 0.227, 'hidden_size1': 64, 'hidden_size2': 96, 'hidden_size3': 1024, 'hidden_size4': 64, 'hidden_size5': 448, 'hidden_size6': 64, 'hidden_size7': 128, 'hidden_size8': 128, 'learning_rate': 6e-05, 'n_layers': 8, 'num_epochs': 20}","[0.784805052616202, 0.7814312082113619, 0.7877152935812084]",0.7846505181362575
"{'batch_size': 256, 'dropout1': 0.39, 'dropout2': 0.208, 'dropout3': 0.458, 'dropout4': 0.435, 'dropout5': 0.265, 'dropout6': 0.176, 'dropout7': 0.261, 'dropout8': 0.288, 'hidden_size1': 32, 'hidden_size2': 32, 'hidden_size3': 48, 'hidden_size4': 128, 'hidden_size5': 512, 'hidden_size6': 1024, 'hidden_size7': 64, 'hidden_size8': 256, 'learning_rate': 0.03, 'n_layers': 3, 'num_epochs': 25}","[0.7821238664244105, 0.7797098908401062, 0.7876716764975]",0.7831684779206722
"{'batch_size': 12800, 'dropout1': 0.169, 'dropout2': 0.11, 'dropout3': 0.064, 'dropout4': 0.477, 'dropout5': 0.339, 'dropout6': 0.354, 'dropout7': 0.386, 'dropout8': 0.193, 'hidden_size1': 96, 'hidden_size2': 64, 'hidden_size3': 512, 'hidden_size4': 448, 'hidden_size5': 256, 'hidden_size6': 32, 'hidden_size7': 448, 'hidden_size8': 512, 'learning_rate': 0.01, 'n_layers': 5, 'num_epochs': 10}","[0.7852729082423014, 0.781894771219152, 0.7896322369748872]",0.7855999721454469
"{'batch_size': 4096, 'dropout1': 0.028, 'dropout2': 0.223, 'dropout3': 0.011, 'dropout4': 0.491, 'dropout5': 0.255, 'dropout6': 0.152, 'dropout7': 0.244, 'dropout8': 0.296, 'hidden_size1': 1024, 'hidden_size2': 448, 'hidden_size3': 32, 'hidden_size4': 128, 'hidden_size5': 32, 'hidden_size6': 48, 'hidden_size7': 64, 'hidden_size8': 32, 'learning_rate': 1e-05, 'n_layers': 4, 'num_epochs': 30}","[0.7842567690815443, 0.781881603103888, 0.7884820950646522]",0.7848734890833615
"{'batch_size': 2048, 'dropout1': 0.339, 'dropout2': 0.043, 'dropout3': 0.14, 'dropout4': 0.186, 'dropout5': 0.455, 'dropout6': 0.324, 'dropout7': 0.313, 'dropout8': 0.06, 'hidden_size1': 512, 'hidden_size2': 32, 'hidden_size3': 896, 'hidden_size4': 512, 'hidden_size5': 896, 'hidden_size6': 96, 'hidden_size7': 96, 'hidden_size8': 48, 'learning_rate': 0.009000000000000001, 'n_layers': 8, 'num_epochs': 20}","[0.7850768170822693, 0.783344324459224, 0.7897270069187132]",0.7860493828200689
"{'batch_size': 10240, 'dropout1': 0.223, 'dropout2': 0.438, 'dropout3': 0.366, 'dropout4': 0.457, 'dropout5': 0.209, 'dropout6': 0.307, 'dropout7': 0.16, 'dropout8': 0.449, 'hidden_size1': 96, 'hidden_size2': 896, 'hidden_size3': 64, 'hidden_size4': 48, 'hidden_size5': 48, 'hidden_size6': 896, 'hidden_size7': 32, 'hidden_size8': 128, 'learning_rate': 4e-05, 'n_layers': 5, 'num_epochs': 35}","[0.7804145023911546, 0.7778205657386863, 0.7855340288944519]",0.7812563656747642
